"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"ERX10398940","NextSeq 550 paired end sequencing; D24_8_69","Magallana gigas","NextSeq 550","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733657","Pacific oyster","1283.77","1","10305381","3106554041","D24-8-69_S46_ME_ME_L001","Bisulfite-Seq","GENOMIC","other"
"ERX10398939","Illumina NovaSeq 6000 paired end sequencing; D23_3_404","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733656","Pacific oyster","1573.88","1","21822218","4380673083","d23-3-404","Bisulfite-Seq","GENOMIC","other"
"ERX10398938","NextSeq 550 paired end sequencing; D20_8_192","Magallana gigas","NextSeq 550","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733655","Pacific oyster","3701.18","1","30013003","9051463820","D20-8-192_S37_ME_ME_L001","Bisulfite-Seq","GENOMIC","other"
"ERX10398937","Illumina NovaSeq 6000 paired end sequencing; D19_2_200","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733654","Pacific oyster","2302.59","1","20837202","6282963707","D19-2-200_S32_ME_ME_L001","Bisulfite-Seq","GENOMIC","other"
"ERX10398936","Illumina NovaSeq 6000 paired end sequencing; D15_4_418","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733653","Pacific oyster","2342.21","1","33290198","6683624693","d15-4-418","Bisulfite-Seq","GENOMIC","other"
"ERX10398935","NextSeq 550 paired end sequencing; D14_7_99","Magallana gigas","NextSeq 550","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733652","Pacific oyster","3847.05","1","31737679","9570226755","D14-7-99_S43_ME_ME_L001","Bisulfite-Seq","GENOMIC","other"
"ERX10398934","Illumina NovaSeq 6000 paired end sequencing; D1_4_29","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733651","Pacific oyster","2242.34","1","31932999","6405520605","d1-4-29","Bisulfite-Seq","GENOMIC","other"
"ERX10398933","Illumina NovaSeq 6000 paired end sequencing; D13_1_36","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733650","Pacific oyster","2747.13","1","37327062","7483986777","d13-1-36","Bisulfite-Seq","GENOMIC","other"
"ERX10398932","NextSeq 550 paired end sequencing; D12_6_191","Magallana gigas","NextSeq 550","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733649","Pacific oyster","1287.28","1","10471936","3158052814","D12-6-191_S35_ME_ME_L001","Bisulfite-Seq","GENOMIC","other"
"ERX10398931","Illumina NovaSeq 6000 paired end sequencing; D11_8_205","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733648","Pacific oyster","2304.88","1","32737025","6570945591","d11-8-205","Bisulfite-Seq","GENOMIC","other"
"ERX10398930","Illumina NovaSeq 6000 paired end sequencing; D10_5_63","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733647","Pacific oyster","2940.86","1","41411203","8313885430","d10-5-63","Bisulfite-Seq","GENOMIC","other"
"ERX10398929","NextSeq 550 paired end sequencing; C8_3_142","Magallana gigas","NextSeq 550","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733646","Pacific oyster","1932.9","1","17500819","5276888273","C8-3-142_S31_ME_ME_L001","Bisulfite-Seq","GENOMIC","other"
"ERX10398928","Illumina NovaSeq 6000 paired end sequencing; C6_4_148","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733645","Pacific oyster","1306.21","1","18551395","3716803894","c6-4-148","Bisulfite-Seq","GENOMIC","other"
"ERX10398927","NextSeq 550 paired end sequencing; C59_5_141","Magallana gigas","NextSeq 550","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733644","Pacific oyster","3655.36","1","30449305","9182040917","C59-5-141_S48_ME_ME_L001","Bisulfite-Seq","GENOMIC","other"
"ERX10398926","NextSeq 550 paired end sequencing; C55_4_195","Magallana gigas","NextSeq 550","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733643","Pacific oyster","2724.81","1","21742761","6557689415","C55-3-195_S36_ME_ME_L001","Bisulfite-Seq","GENOMIC","other"
"ERX10398925","Illumina NovaSeq 6000 paired end sequencing; C54_5_136","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733642","Pacific oyster","2207.79","1","31573779","6333978828","c54-5-136","Bisulfite-Seq","GENOMIC","other"
"ERX10398924","Illumina NovaSeq 6000 paired end sequencing; C53_6_145","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733641","Pacific oyster","1828.41","1","24936081","4986393518","c53-6-145","Bisulfite-Seq","GENOMIC","other"
"ERX10398923","Illumina NovaSeq 6000 paired end sequencing; C51_1_56","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733640","Pacific oyster","2517.5","1","35697289","7166598517","c51-1-56","Bisulfite-Seq","GENOMIC","other"
"ERX10398922","Illumina NovaSeq 6000 paired end sequencing; C48_6_175","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733639","Pacific oyster","2221.68","1","30069043","6020190210","c48-6-175","Bisulfite-Seq","GENOMIC","other"
"ERX10398921","NextSeq 550 paired end sequencing; C46_6_186","Magallana gigas","NextSeq 550","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733638","Pacific oyster","2262.08","1","18191384","5486535148","C46-6-186_S39_ME_ME_L001","Bisulfite-Seq","GENOMIC","other"
"ERX10398920","Illumina NovaSeq 6000 paired end sequencing; C4_6_544","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733637","Pacific oyster","1927.16","1","27274725","5475870431","c4-6-544","Bisulfite-Seq","GENOMIC","other"
"ERX10398919","Illumina NovaSeq 6000 paired end sequencing; C45_5_507","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733636","Pacific oyster","1799.22","1","25586647","5133652811","c45-5-507","Bisulfite-Seq","GENOMIC","other"
"ERX10398918","Illumina NovaSeq 6000 paired end sequencing; C44_4_462","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733635","Pacific oyster","2622.58","1","35624797","7147011530","c44-4-462","Bisulfite-Seq","GENOMIC","other"
"ERX10398917","Illumina NovaSeq 6000 paired end sequencing; C43_3_74","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733634","Pacific oyster","1188.5","1","16924065","3395029781","c43-3-74","Bisulfite-Seq","GENOMIC","other"
"ERX10398916","Illumina NovaSeq 6000 paired end sequencing; C40_5_190","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733633","Pacific oyster","1096.31","1","15495655","3109072651","c40-5-190","Bisulfite-Seq","GENOMIC","other"
"ERX10398915","NextSeq 550 paired end sequencing; C38_1_224","Magallana gigas","NextSeq 550","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733632","Pacific oyster","2604.93","1","21560104","6501116434","C38-1-224_S38_ME_ME_L001","Bisulfite-Seq","GENOMIC","other"
"ERX10398914","Illumina NovaSeq 6000 paired end sequencing; C36_1_215","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733631","Pacific oyster","1692.27","1","24088807","4835022769","c36-1-215","Bisulfite-Seq","GENOMIC","other"
"ERX10398913","NextSeq 550 paired end sequencing; C35_3_351","Magallana gigas","NextSeq 550","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733630","Pacific oyster","3391.61","1","27895645","8412921320","C35-3-351_S30_ME_ME_L001","Bisulfite-Seq","GENOMIC","other"
"ERX10398912","Illumina NovaSeq 6000 paired end sequencing; C32_6_562","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733629","Pacific oyster","1782.71","1","24052311","4829537716","c32-6-562","Bisulfite-Seq","GENOMIC","other"
"ERX10398911","NextSeq 550 paired end sequencing; C29_3_346","Magallana gigas","NextSeq 550","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733628","Pacific oyster","3289.41","1","27112089","8176924335","C29-3-346_S32_ME_ME_L001","Bisulfite-Seq","GENOMIC","other"
"ERX10398910","Illumina NovaSeq 6000 paired end sequencing; C28_8_709","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733627","Pacific oyster","4402.37","1","62681155","12582383279","c28-8-709","Bisulfite-Seq","GENOMIC","other"
"ERX10398909","Illumina NovaSeq 6000 paired end sequencing; C27_3_349","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733626","Pacific oyster","2267.88","1","31034040","6220822811","c27-3-349","Bisulfite-Seq","GENOMIC","other"
"ERX10398908","NextSeq 550 paired end sequencing; C26_1_34","Magallana gigas","NextSeq 550","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733625","Pacific oyster","1921.28","1","15461636","4663100114","C26-1-34_S28_ME_ME_L001","Bisulfite-Seq","GENOMIC","other"
"ERX10398907","Illumina NovaSeq 6000 paired end sequencing; C25_5_489","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733624","Pacific oyster","2161.6","1","30517654","6119238155","c25-5-483","Bisulfite-Seq","GENOMIC","other"
"ERX10398906","Illumina NovaSeq 6000 paired end sequencing; C42_6_163","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733623","Pacific oyster","984.92","1","14019358","2808962107","c24-6-163","Bisulfite-Seq","GENOMIC","other"
"ERX10398905","NextSeq 550 paired end sequencing; C22_7_82","Magallana gigas","NextSeq 550","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733622","Pacific oyster","1938.64","1","15445856","4658519842","C22-7-82_S33_ME_ME_L001","Bisulfite-Seq","GENOMIC","other"
"ERX10398904","Illumina NovaSeq 6000 paired end sequencing; C16_3_344","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733621","Pacific oyster","1704.91","1","24326693","4875429598","c16-3-344","Bisulfite-Seq","GENOMIC","other"
"ERX10398903","Illumina NovaSeq 6000 paired end sequencing; C15_6_115","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733620","Pacific oyster","1706.58","1","24230357","4860767841","c15-5-115","Bisulfite-Seq","GENOMIC","other"
"ERX10398902","NextSeq 550 paired end sequencing; C14_7_138","Magallana gigas","NextSeq 550","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733619","Pacific oyster","3589.59","1","28209262","8506977508","C14-7-138_S44_ME_ME_L001","Bisulfite-Seq","GENOMIC","other"
"ERX10398901","Illumina NovaSeq 6000 paired end sequencing; C1_4_426","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733618","Pacific oyster","3009.05","1","42044826","8440202854","c1-4-426","Bisulfite-Seq","GENOMIC","other"
"ERX10398900","Illumina NovaSeq 6000 paired end sequencing; C13_3_380","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733617","Pacific oyster","1335.85","1","18557036","3722494564","c13-3-380","Bisulfite-Seq","GENOMIC","other"
"ERX10398899","Illumina NovaSeq 6000 paired end sequencing; C12_2_135","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733616","Pacific oyster","2026.27","1","28273563","5671398872","c12-2-135","Bisulfite-Seq","GENOMIC","other"
"ERX10398898","Illumina NovaSeq 6000 paired end sequencing; C10_8_206","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733615","Pacific oyster","2403","1","33729038","6771687315","c10-8-206","Bisulfite-Seq","GENOMIC","other"
